LevelEditor                                                      game.load-scene
Foot MoveType type enum -10 7 int2 99999                         zone.add-distance
Foot MoveType type enum -10 8 int2 99999                         zone.add-distance
Foot MoveType type enum -10 9 int2 99999                         zone.add-distance
Foot MoveType type enum -10 11 int2 99999                        zone.add-distance
Foot MoveType type enum -10 12 int2 99999                        zone.add-distance
Foot MoveType type enum -10 14 int2 99999                        zone.add-distance
Foot MoveType type enum -10 15 int2 99999                        zone.add-distance
Foot MoveType type enum -10 27 int2 99999                        zone.add-distance
Foot MoveType type enum -9 7 int2 99999                          zone.add-distance
Foot MoveType type enum -9 27 int2 99999                         zone.add-distance
Foot MoveType type enum -8 7 int2 99999                          zone.add-distance
Foot MoveType type enum -8 27 int2 99999                         zone.add-distance
Foot MoveType type enum -7 7 int2 99999                          zone.add-distance
Foot MoveType type enum -7 27 int2 99999                         zone.add-distance
Foot MoveType type enum -6 7 int2 99999                          zone.add-distance
Foot MoveType type enum -6 27 int2 99999                         zone.add-distance
Foot MoveType type enum -5 7 int2 99999                          zone.add-distance
Foot MoveType type enum -5 27 int2 99999                         zone.add-distance
Foot MoveType type enum -4 7 int2 99999                          zone.add-distance
Foot MoveType type enum -4 27 int2 99999                         zone.add-distance
Foot MoveType type enum -3 7 int2 99999                          zone.add-distance
Foot MoveType type enum -3 27 int2 99999                         zone.add-distance
Foot MoveType type enum -2 7 int2 99999                          zone.add-distance
Foot MoveType type enum -2 8 int2 99999                          zone.add-distance
Foot MoveType type enum -2 9 int2 99999                          zone.add-distance
Foot MoveType type enum -2 10 int2 99999                         zone.add-distance
Foot MoveType type enum -2 11 int2 99999                         zone.add-distance
Foot MoveType type enum -2 12 int2 99999                         zone.add-distance
Foot MoveType type enum -2 13 int2 99999                         zone.add-distance
Foot MoveType type enum -2 14 int2 99999                         zone.add-distance
Foot MoveType type enum -2 15 int2 99999                         zone.add-distance
Foot MoveType type enum -2 16 int2 99999                         zone.add-distance
Foot MoveType type enum -2 17 int2 99999                         zone.add-distance
Foot MoveType type enum -2 18 int2 99999                         zone.add-distance
Foot MoveType type enum -2 19 int2 99999                         zone.add-distance
Foot MoveType type enum -2 20 int2 99999                         zone.add-distance
Foot MoveType type enum -2 21 int2 99999                         zone.add-distance
Foot MoveType type enum -2 22 int2 99999                         zone.add-distance
Foot MoveType type enum -2 23 int2 99999                         zone.add-distance
Foot MoveType type enum -2 24 int2 99999                         zone.add-distance
Foot MoveType type enum -2 25 int2 99999                         zone.add-distance
Foot MoveType type enum -2 26 int2 99999                         zone.add-distance
Foot MoveType type enum -2 27 int2 99999                         zone.add-distance
Tires MoveType type enum -20 19 int2 0                           zone.add-distance
Tires MoveType type enum -20 20 int2 0                           zone.add-distance
Tires MoveType type enum -20 21 int2 0                           zone.add-distance
Tires MoveType type enum -19 19 int2 0                           zone.add-distance
Tires MoveType type enum -19 20 int2 0                           zone.add-distance
Tires MoveType type enum -19 21 int2 0                           zone.add-distance
Tires MoveType type enum -19 22 int2 0                           zone.add-distance
Tires MoveType type enum -18 19 int2 0                           zone.add-distance
Tires MoveType type enum -18 20 int2 0                           zone.add-distance
